,year_film,year_ceremony,ceremony,category,film,winner,name
9452,1981,1982,54,music (original song),Endless Love,False,Music
9453,1981,1982,54,music (original song),Endless Love,False,Lionel Richie
9454,1981,1982,54,music (original song),The Great Muppet Caper,False,Music
9455,1981,1982,54,music (original song),The Great Muppet Caper,False,Joe Raposo
9456,1981,1982,54,music (original song),For Your Eyes Only,False,Bill Conti
9457,1981,1982,54,music (original song),For Your Eyes Only,False,Mick Leeson
9458,1981,1982,54,music (original song),Ragtime,False,Music
9459,1981,1982,54,music (original song),Ragtime,False,Randy Newman
9460,1981,1982,54,best picture,Atlantic City,False,Denis Heroux
9461,1981,1982,54,best picture,Atlantic City,False,John Kemeny
9463,1981,1982,54,best picture,Chariots of Fire,True,David Puttnam
9465,1981,1982,54,best picture,On Golden Pond,False,Bruce Gilbert
9467,1981,1982,54,best picture,Raiders of the Lost Ark,False,Frank Marshall
9469,1981,1982,54,best picture,Reds,False,Warren Beatty
9471,1981,1982,54,short film (animated),Crac,True,Frédéric Back
9473,1981,1982,54,short film (animated),The Creation,False,Will Vinton
9475,1981,1982,54,short film (animated),The Tender Tale of Cinderella Penguin,False,Janet Perlman
9477,1981,1982,54,short film (live action),Couples and Robbers,False,Christine Oestreicher
9479,1981,1982,54,short film (live action),First Winter,False,John N. Smith
9481,1981,1982,54,short film (live action),Violet,True,Paul Kemp
9482,1981,1982,54,short film (live action),Violet,True,Shelley Levinson
9484,1981,1982,54,sound,On Golden Pond,False,Richard Portman
9485,1981,1982,54,sound,On Golden Pond,False,David Ronne
9486,1981,1982,54,sound,Outland,False,John K. Wilkinson
9487,1981,1982,54,sound,Outland,False,Robert W. Glass Jr.
9489,1981,1982,54,sound,Outland,False,Robert M. Thirlwell
9490,1981,1982,54,sound,Outland,False,Robin Gregory
9491,1981,1982,54,sound,Pennies from Heaven,False,Michael J. Kohut
9492,1981,1982,54,sound,Pennies from Heaven,False,Jay M. Harding
9493,1981,1982,54,sound,Pennies from Heaven,False,Richard Tyler
9494,1981,1982,54,sound,Pennies from Heaven,False,Al Overton
9495,1981,1982,54,sound,Raiders of the Lost Ark,True,Bill Varney
9496,1981,1982,54,sound,Raiders of the Lost Ark,True,Steve Maslow
9497,1981,1982,54,sound,Raiders of the Lost Ark,True,Gregg Landaker
9498,1981,1982,54,sound,Raiders of the Lost Ark,True,Roy Charman
9499,1981,1982,54,sound,Reds,False,Dick Vorisek
9500,1981,1982,54,sound,Reds,False,Tom Fleischman
9501,1981,1982,54,sound,Reds,False,Simon Kaye
9502,1981,1982,54,visual effects,Dragonslayer,False,Dennis Muren
9503,1981,1982,54,visual effects,Dragonslayer,False,Phil Tippett
9504,1981,1982,54,visual effects,Dragonslayer,False,Ken Ralston
9505,1981,1982,54,visual effects,Dragonslayer,False,Brian Johnson
9506,1981,1982,54,visual effects,Raiders of the Lost Ark,True,Richard Edlund
9507,1981,1982,54,visual effects,Raiders of the Lost Ark,True,Kit West
9508,1981,1982,54,visual effects,Raiders of the Lost Ark,True,Bruce Nicholson
9509,1981,1982,54,visual effects,Raiders of the Lost Ark,True,Joe Johnston
9510,1981,1982,54,writing (screenplay based on material from another medium),The French Lieutenant's Woman,False,Harold Pinter
9511,1981,1982,54,writing (screenplay based on material from another medium),On Golden Pond,True,Ernest Thompson
9512,1981,1982,54,writing (screenplay based on material from another medium),Pennies from Heaven,False,Dennis Potter
9513,1981,1982,54,writing (screenplay based on material from another medium),Prince of the City,False,Jay Presson Allen
9514,1981,1982,54,writing (screenplay based on material from another medium),Prince of the City,False,Sidney Lumet
9515,1981,1982,54,writing (screenplay based on material from another medium),Ragtime,False,Michael Weller
9516,1981,1982,54,writing (screenplay written directly for the screen),Absence of Malice,False,Kurt Luedtke
9517,1981,1982,54,writing (screenplay written directly for the screen),Arthur,False,Steve Gordon
9518,1981,1982,54,writing (screenplay written directly for the screen),Atlantic City,False,John Guare
9519,1981,1982,54,writing (screenplay written directly for the screen),Chariots of Fire,True,Colin Welland
9520,1981,1982,54,writing (screenplay written directly for the screen),Reds,False,Warren Beatty
9521,1981,1982,54,writing (screenplay written directly for the screen),Reds,False,Trevor Griffiths
9522,1982,1983,55,actor in a leading role,Tootsie,False,Dustin Hoffman
9523,1982,1983,55,actor in a leading role,Gandhi,True,Ben Kingsley
9524,1982,1983,55,actor in a leading role,Missing,False,Jack Lemmon
9525,1982,1983,55,actor in a leading role,The Verdict,False,Paul Newman
9526,1982,1983,55,actor in a leading role,My Favorite Year,False,Peter O'Toole
9527,1982,1983,55,actor in a supporting role,The Best Little Whorehouse in Texas,False,Charles Durning
9528,1982,1983,55,actor in a supporting role,An Officer and a Gentleman,True,Louis Gossett Jr.
9530,1982,1983,55,actor in a supporting role,The World According to Garp,False,John Lithgow
9531,1982,1983,55,actor in a supporting role,The Verdict,False,James Mason
9532,1982,1983,55,actor in a supporting role,Victor/Victoria,False,Robert Preston
9533,1982,1983,55,actress in a leading role,Victor/Victoria,False,Julie Andrews
9534,1982,1983,55,actress in a leading role,Frances,False,Jessica Lange
9535,1982,1983,55,actress in a leading role,Missing,False,Sissy Spacek
9536,1982,1983,55,actress in a leading role,Sophie's Choice,True,Meryl Streep
9537,1982,1983,55,actress in a leading role,An Officer and a Gentleman,False,Debra Winger
9538,1982,1983,55,actress in a supporting role,The World According to Garp,False,Glenn Close
9539,1982,1983,55,actress in a supporting role,Tootsie,False,Teri Garr
9540,1982,1983,55,actress in a supporting role,Tootsie,True,Jessica Lange
9541,1982,1983,55,actress in a supporting role,Frances,False,Kim Stanley
9542,1982,1983,55,actress in a supporting role,Victor/Victoria,False,Lesley Ann Warren
9543,1982,1983,55,art direction,Annie,False,Dale Hennesy
9544,1982,1983,55,art direction,Annie,False,Set Decoration:  Marvin March
9545,1982,1983,55,art direction,Blade Runner,False,Lawrence G. Paull
9546,1982,1983,55,art direction,Blade Runner,False,David L. Snyder
9547,1982,1983,55,art direction,Blade Runner,False,Set Decoration:  Linda DeScenna
9548,1982,1983,55,art direction,Gandhi,True,Stuart Craig
9549,1982,1983,55,art direction,Gandhi,True,Bob Laing
9550,1982,1983,55,art direction,Gandhi,True,Set Decoration:  Michael Seirton
9551,1982,1983,55,art direction,La Traviata,False,Franco Zeffirelli
9552,1982,1983,55,art direction,La Traviata,False,Set Decoration:  Gianni Quaranta
9553,1982,1983,55,art direction,Victor/Victoria,False,Rodger Maus
9554,1982,1983,55,art direction,Victor/Victoria,False,Tim Hutchinson
9555,1982,1983,55,art direction,Victor/Victoria,False,William Craig Smith
9556,1982,1983,55,art direction,Victor/Victoria,False,Set Decoration:  Harry Cordwell
9557,1982,1983,55,cinematography,Das Boot,False,Jost Vacano
9558,1982,1983,55,cinematography,E.T. The Extra-Terrestrial,False,Allen Daviau
9559,1982,1983,55,cinematography,Gandhi,True,Billy Williams
9560,1982,1983,55,cinematography,Gandhi,True,Ronnie Taylor
9561,1982,1983,55,cinematography,Sophie's Choice,False,Nestor Almendros
9562,1982,1983,55,cinematography,Tootsie,False,Owen Roizman
9563,1982,1983,55,costume design,Gandhi,True,John Mollo
9564,1982,1983,55,costume design,Gandhi,True,Bhanu Athaiya
9565,1982,1983,55,costume design,La Traviata,False,Piero Tosi
9566,1982,1983,55,costume design,Sophie's Choice,False,Albert Wolsky
9567,1982,1983,55,costume design,Tron,False,Elois Jenssen
9568,1982,1983,55,costume design,Tron,False,Rosanna Norton
9569,1982,1983,55,costume design,Victor/Victoria,False,Patricia Norris
9570,1982,1983,55,directing,Das Boot,False,Wolfgang Petersen
9571,1982,1983,55,directing,E.T. The Extra-Terrestrial,False,Steven Spielberg
9572,1982,1983,55,directing,Gandhi,True,Richard Attenborough
9573,1982,1983,55,directing,Tootsie,False,Sydney Pollack
9574,1982,1983,55,directing,The Verdict,False,Sidney Lumet
9575,1982,1983,55,documentary (feature),After the Axe,False,Sturla Gunnarsson
9576,1982,1983,55,documentary (feature),After the Axe,False,Steve Lucas
9578,1982,1983,55,documentary (feature),Ben's Mill,False,John Karol
9579,1982,1983,55,documentary (feature),Ben's Mill,False,Michel Chalufour
9581,1982,1983,55,documentary (feature),In Our Water,False,Meg Switzgable
9583,1982,1983,55,documentary (feature),Just Another Missing Kid,True,John Zaritsky
9585,1982,1983,55,documentary (feature),A Portrait of Giselle,False,Joseph Wishy
9587,1982,1983,55,documentary (short subject),Gods of Metal,False,Robert Richter
9589,1982,1983,55,documentary (short subject),If You Love This Planet,True,Edward Le Lorrain
9590,1982,1983,55,documentary (short subject),If You Love This Planet,True,Terri Nash
9592,1982,1983,55,documentary (short subject),The Klan: A Legacy of Hate in America,False,Charles Guggenheim
9593,1982,1983,55,documentary (short subject),The Klan: A Legacy of Hate in America,False,Werner Schumann
9595,1982,1983,55,documentary (short subject),To Live or Let Die,False,Freida Lee Mock
9597,1982,1983,55,documentary (short subject),Traveling Hopefully,False,John G. Avildsen
9599,1982,1983,55,film editing,Das Boot,False,Hannes Nikel
9600,1982,1983,55,film editing,E.T. The Extra-Terrestrial,False,Carol Littleton
9601,1982,1983,55,film editing,Gandhi,True,John Bloom
9602,1982,1983,55,film editing,An Officer and a Gentleman,False,Peter Zinner
9603,1982,1983,55,film editing,Tootsie,False,Fredric Steinkamp
9604,1982,1983,55,film editing,Tootsie,False,William Steinkamp
9605,1982,1983,55,foreign language film,Alsino and the Condor,False,Nicaragua
9606,1982,1983,55,foreign language film,Coup de Torchon ('Clean Slate'),False,France
9607,1982,1983,55,foreign language film,The Flight of the Eagle,False,Sweden
9608,1982,1983,55,foreign language film,Private Life,False,Union of Soviet Socialist Republics
9609,1982,1983,55,foreign language film,Volver a Empezar ('To Begin Again'),True,Spain
9610,1982,1983,55,makeup,Gandhi,False,Tom Smith
9611,1982,1983,55,makeup,Quest for Fire,True,Sarah Monzani
9612,1982,1983,55,makeup,Quest for Fire,True,Michèle Burke
9613,1982,1983,55,music (original score),E.T. The Extra-Terrestrial,True,John Williams
9614,1982,1983,55,music (original score),Gandhi,False,Ravi Shankar
9615,1982,1983,55,music (original score),Gandhi,False,George Fenton
9616,1982,1983,55,music (original score),An Officer and a Gentleman,False,Jack Nitzsche
9617,1982,1983,55,music (original score),Poltergeist,False,Jerry Goldsmith
9618,1982,1983,55,music (original score),Sophie's Choice,False,Marvin Hamlisch
9619,1982,1983,55,music (original song score and its adaptation -or- adaptation score),Annie,False,Adaptation  Ralph Burns
9620,1982,1983,55,music (original song score and its adaptation -or- adaptation score),One from the Heart,False,Song  Tom Waits
9621,1982,1983,55,music (original song score and its adaptation -or- adaptation score),Victor/Victoria,True,Song  Henry Mancini
9622,1982,1983,55,music (original song score and its adaptation -or- adaptation score),Victor/Victoria,True,Leslie Bricusse
9623,1982,1983,55,music (original song score and its adaptation -or- adaptation score),Victor/Victoria,True,Adaptation  Henry Mancini
9624,1982,1983,55,music (original song),Rocky III,False,Music
9625,1982,1983,55,music (original song),Rocky III,False,Jim Peterik
9626,1982,1983,55,music (original song),Rocky III,False,Frankie Sullivan III
9627,1982,1983,55,music (original song),Best Friends,False,Michel Legrand
9628,1982,1983,55,music (original song),Best Friends,False,Alan Bergman
9629,1982,1983,55,music (original song),Best Friends,False,Marilyn Bergman
9630,1982,1983,55,music (original song),"Yes, Giorgio",False,John Williams
9631,1982,1983,55,music (original song),"Yes, Giorgio",False,Alan Bergman
9632,1982,1983,55,music (original song),"Yes, Giorgio",False,Marilyn Bergman
9633,1982,1983,55,music (original song),Tootsie,False,Dave Grusin
9634,1982,1983,55,music (original song),Tootsie,False,Alan Bergman
9635,1982,1983,55,music (original song),Tootsie,False,Marilyn Bergman
9636,1982,1983,55,music (original song),An Officer and a Gentleman,True,Jack Nitzsche
9637,1982,1983,55,music (original song),An Officer and a Gentleman,True,Buffy Sainte-Marie
9638,1982,1983,55,music (original song),An Officer and a Gentleman,True,Will Jennings
9639,1982,1983,55,best picture,E.T. The Extra-Terrestrial,False,Steven Spielberg
9640,1982,1983,55,best picture,E.T. The Extra-Terrestrial,False,Kathleen Kennedy
9642,1982,1983,55,best picture,Gandhi,True,Richard Attenborough
9644,1982,1983,55,best picture,Missing,False,Edward Lewis
9645,1982,1983,55,best picture,Missing,False,Mildred Lewis
9647,1982,1983,55,best picture,Tootsie,False,Sydney Pollack
9648,1982,1983,55,best picture,Tootsie,False,Dick Richards
9650,1982,1983,55,best picture,The Verdict,False,Richard D. Zanuck
9651,1982,1983,55,best picture,The Verdict,False,David Brown
9653,1982,1983,55,short film (animated),The Great Cognito,False,Will Vinton
9655,1982,1983,55,short film (animated),The Snowman,False,John Coates
9657,1982,1983,55,short film (animated),Tango,True,Zbigniew Rybczynski
9659,1982,1983,55,short film (live action),Ballet Robotique,False,Bob Rogers
9661,1982,1983,55,short film (live action),A Shocking Accident,True,Christine Oestreicher
9663,1982,1983,55,short film (live action),The Silence,False,Michael Toshiyuki Uno
9664,1982,1983,55,short film (live action),The Silence,False,Joseph Benson
9666,1982,1983,55,short film (live action),Split Cherry Tree,False,Jan Saunders
9668,1982,1983,55,short film (live action),Sredni Vashtar,False,Andrew Birkin
9670,1982,1983,55,sound,Das Boot,False,Milan Bor
9671,1982,1983,55,sound,Das Boot,False,Trevor Pyke
9672,1982,1983,55,sound,Das Boot,False,Mike Le-Mare
9673,1982,1983,55,sound,E.T. The Extra-Terrestrial,True,Robert Knudson
9674,1982,1983,55,sound,E.T. The Extra-Terrestrial,True,Robert Glass
9675,1982,1983,55,sound,E.T. The Extra-Terrestrial,True,Don Digirolamo
9676,1982,1983,55,sound,E.T. The Extra-Terrestrial,True,Gene Cantamessa
9677,1982,1983,55,sound,Gandhi,False,Gerry Humphreys
9678,1982,1983,55,sound,Gandhi,False,Robin O'Donoghue
9679,1982,1983,55,sound,Gandhi,False,Jonathan Bates
9680,1982,1983,55,sound,Gandhi,False,Simon Kaye
9681,1982,1983,55,sound,Tootsie,False,Arthur Piantadosi
9682,1982,1983,55,sound,Tootsie,False,Les Fresholtz
9683,1982,1983,55,sound,Tootsie,False,Dick Alexander
9684,1982,1983,55,sound,Tootsie,False,Les Lazarowitz
9685,1982,1983,55,sound,Tron,False,Michael Minkler
9686,1982,1983,55,sound,Tron,False,Bob Minkler
9687,1982,1983,55,sound,Tron,False,Lee Minkler
9688,1982,1983,55,sound,Tron,False,Jim La Rue
9689,1982,1983,55,sound effects editing,Das Boot,False,Mike Le-Mare
9690,1982,1983,55,sound effects editing,E.T. The Extra-Terrestrial,True,Charles L. Campbell
9691,1982,1983,55,sound effects editing,E.T. The Extra-Terrestrial,True,Ben Burtt
9692,1982,1983,55,sound effects editing,Poltergeist,False,Stephen Hunter Flick
9693,1982,1983,55,sound effects editing,Poltergeist,False,Richard L. Anderson
9694,1982,1983,55,visual effects,Blade Runner,False,Douglas Trumbull
9695,1982,1983,55,visual effects,Blade Runner,False,Richard Yuricich
9696,1982,1983,55,visual effects,Blade Runner,False,David Dryer
9697,1982,1983,55,visual effects,E.T. The Extra-Terrestrial,True,Carlo Rambaldi
9698,1982,1983,55,visual effects,E.T. The Extra-Terrestrial,True,Dennis Muren
9699,1982,1983,55,visual effects,E.T. The Extra-Terrestrial,True,Kenneth F. Smith
9700,1982,1983,55,visual effects,Poltergeist,False,Richard Edlund
9701,1982,1983,55,visual effects,Poltergeist,False,Michael Wood
9702,1982,1983,55,visual effects,Poltergeist,False,Bruce Nicholson
9703,1982,1983,55,writing (screenplay based on material from another medium),Das Boot,False,Wolfgang Petersen
9704,1982,1983,55,writing (screenplay based on material from another medium),Missing,True,Costa-Gavras
9705,1982,1983,55,writing (screenplay based on material from another medium),Missing,True,Donald Stewart
9706,1982,1983,55,writing (screenplay based on material from another medium),Sophie's Choice,False,Alan J. Pakula
9707,1982,1983,55,writing (screenplay based on material from another medium),The Verdict,False,David Mamet
9708,1982,1983,55,writing (screenplay based on material from another medium),Victor/Victoria,False,Blake Edwards
9709,1982,1983,55,writing (screenplay written directly for the screen),Diner,False,Barry Levinson
9710,1982,1983,55,writing (screenplay written directly for the screen),E.T. The Extra-Terrestrial,False,Melissa Mathison
9711,1982,1983,55,writing (screenplay written directly for the screen),Gandhi,True,John Briley
9712,1982,1983,55,writing (screenplay written directly for the screen),An Officer and a Gentleman,False,Douglas Day Stewart
9713,1982,1983,55,writing (screenplay written directly for the screen),Tootsie,False,Larry Gelbart
9714,1982,1983,55,writing (screenplay written directly for the screen),Tootsie,False,Murray Schisgal
9715,1982,1983,55,writing (screenplay written directly for the screen),Tootsie,False,Don McGuire
9716,1982,1983,55,writing (screenplay written directly for the screen),Tootsie,False,Larry Gelbart
9717,1983,1984,56,actor in a leading role,Educating Rita,False,Michael Caine
9718,1983,1984,56,actor in a leading role,"Reuben, Reuben",False,Tom Conti
9719,1983,1984,56,actor in a leading role,The Dresser,False,Tom Courtenay
9720,1983,1984,56,actor in a leading role,Tender Mercies,True,Robert Duvall
9721,1983,1984,56,actor in a leading role,The Dresser,False,Albert Finney
9722,1983,1984,56,actor in a supporting role,To Be or Not to Be,False,Charles Durning
9723,1983,1984,56,actor in a supporting role,Terms of Endearment,False,John Lithgow
9724,1983,1984,56,actor in a supporting role,Terms of Endearment,True,Jack Nicholson
9725,1983,1984,56,actor in a supporting role,The Right Stuff,False,Sam Shepard
9726,1983,1984,56,actor in a supporting role,Cross Creek,False,Rip Torn
9727,1983,1984,56,actress in a leading role,Testament,False,Jane Alexander
9728,1983,1984,56,actress in a leading role,Terms of Endearment,True,Shirley MacLaine
9729,1983,1984,56,actress in a leading role,Silkwood,False,Meryl Streep
9730,1983,1984,56,actress in a leading role,Educating Rita,False,Julie Walters
9731,1983,1984,56,actress in a leading role,Terms of Endearment,False,Debra Winger
9732,1983,1984,56,actress in a supporting role,Silkwood,False,Cher
9733,1983,1984,56,actress in a supporting role,The Big Chill,False,Glenn Close
9734,1983,1984,56,actress in a supporting role,The Year of Living Dangerously,True,Linda Hunt
9735,1983,1984,56,actress in a supporting role,Yentl,False,Amy Irving
9736,1983,1984,56,actress in a supporting role,Cross Creek,False,Alfre Woodard
9737,1983,1984,56,art direction,Fanny & Alexander,True,Anna Asp
9738,1983,1984,56,art direction,Return of the Jedi,False,Norman Reynolds
9739,1983,1984,56,art direction,Return of the Jedi,False,Fred Hole
9740,1983,1984,56,art direction,Return of the Jedi,False,James Schoppe
9741,1983,1984,56,art direction,Return of the Jedi,False,Set Decoration:  Michael Ford
9742,1983,1984,56,art direction,The Right Stuff,False,Geoffrey Kirkland
9743,1983,1984,56,art direction,The Right Stuff,False,Richard J. Lawrence
9744,1983,1984,56,art direction,The Right Stuff,False,W. Stewart Campbell
9745,1983,1984,56,art direction,The Right Stuff,False,Peter Romero
9746,1983,1984,56,art direction,The Right Stuff,False,Set Decoration:  Pat Pending
9747,1983,1984,56,art direction,The Right Stuff,False,George R. Nelson
9748,1983,1984,56,art direction,Terms of Endearment,False,Polly Platt
9749,1983,1984,56,art direction,Terms of Endearment,False,Harold Michelson
9750,1983,1984,56,art direction,Terms of Endearment,False,Set Decoration:  Tom Pedigo
9751,1983,1984,56,art direction,Terms of Endearment,False,Anthony Mondello
9752,1983,1984,56,art direction,Yentl,False,Roy Walker
9753,1983,1984,56,art direction,Yentl,False,Leslie Tomkins
9754,1983,1984,56,art direction,Yentl,False,Set Decoration:  Tessa Davies
9755,1983,1984,56,cinematography,Fanny & Alexander,True,Sven Nykvist
9756,1983,1984,56,cinematography,Flashdance,False,Don Peterman
9757,1983,1984,56,cinematography,The Right Stuff,False,Caleb Deschanel
9758,1983,1984,56,cinematography,WarGames,False,William A. Fraker
9759,1983,1984,56,cinematography,Zelig,False,Gordon Willis
9760,1983,1984,56,costume design,Cross Creek,False,Joe I. Tompkins
9761,1983,1984,56,costume design,Fanny & Alexander,True,Marik Vos
9762,1983,1984,56,costume design,Heart Like a Wheel,False,William Ware Theiss
9763,1983,1984,56,costume design,The Return of Martin Guerre,False,Anne-Marie Marchand
9764,1983,1984,56,costume design,Zelig,False,Santo Loquasto
9765,1983,1984,56,directing,The Dresser,False,Peter Yates
9766,1983,1984,56,directing,Fanny & Alexander,False,Ingmar Bergman
9767,1983,1984,56,directing,Silkwood,False,Mike Nichols
9768,1983,1984,56,directing,Tender Mercies,False,Bruce Beresford
9769,1983,1984,56,directing,Terms of Endearment,True,James L. Brooks
9770,1983,1984,56,documentary (feature),Children of Darkness,False,Richard Kotuk
9771,1983,1984,56,documentary (feature),Children of Darkness,False,Ara Chekmayan
9773,1983,1984,56,documentary (feature),First Contact,False,Bob Connolly
9774,1983,1984,56,documentary (feature),First Contact,False,Robin Anderson
9776,1983,1984,56,documentary (feature),He Makes Me Feel Like Dancin',True,Emile Ardolino
9778,1983,1984,56,documentary (feature),The Profession of Arms,False,Michael Bryans
9779,1983,1984,56,documentary (feature),The Profession of Arms,False,Tina Viljoen
9781,1983,1984,56,documentary (feature),Seeing Red,False,James Klein
9782,1983,1984,56,documentary (feature),Seeing Red,False,Julia Reichert
9784,1983,1984,56,documentary (short subject),Flamenco at 5:15,True,Cynthia Scott
9785,1983,1984,56,documentary (short subject),Flamenco at 5:15,True,Adam Symansky
9787,1983,1984,56,documentary (short subject),In the Nuclear Shadow: What Can the Children Tell Us?,False,Vivienne Verdon-Roe
9788,1983,1984,56,documentary (short subject),In the Nuclear Shadow: What Can the Children Tell Us?,False,Eric Thiermann
9790,1983,1984,56,documentary (short subject),Sewing Woman,False,Arthur Dong
9792,1983,1984,56,documentary (short subject),Spaces: The Architecture of Paul Rudolph,False,Robert Eisenhardt
9794,1983,1984,56,documentary (short subject),You Are Free  (Ihr Zent Frei),False,Dea Brokman
9795,1983,1984,56,documentary (short subject),You Are Free  (Ihr Zent Frei),False,Ilene Landis
9797,1983,1984,56,film editing,Blue Thunder,False,Frank Morriss
9798,1983,1984,56,film editing,Blue Thunder,False,Edward Abroms
9799,1983,1984,56,film editing,Flashdance,False,Bud Smith
9800,1983,1984,56,film editing,Flashdance,False,Walt Mulconery
9801,1983,1984,56,film editing,The Right Stuff,True,Glenn Farr
9802,1983,1984,56,film editing,The Right Stuff,True,Lisa Fruchtman
9803,1983,1984,56,film editing,The Right Stuff,True,Stephen A. Rotter
9804,1983,1984,56,film editing,The Right Stuff,True,Douglas Stewart
9805,1983,1984,56,film editing,The Right Stuff,True,Tom Rolf
9806,1983,1984,56,film editing,Silkwood,False,Sam O'Steen
9807,1983,1984,56,film editing,Terms of Endearment,False,Richard Marks
9808,1983,1984,56,foreign language film,Carmen,False,Spain
9809,1983,1984,56,foreign language film,Entre Nous,False,France
9810,1983,1984,56,foreign language film,Fanny & Alexander,True,Sweden
9811,1983,1984,56,foreign language film,Job's Revolt,False,Hungary
9812,1983,1984,56,foreign language film,Le Bal,False,Algeria
9813,1983,1984,56,music (original score),Cross Creek,False,Leonard Rosenman
9814,1983,1984,56,music (original score),Return of the Jedi,False,John Williams
9815,1983,1984,56,music (original score),The Right Stuff,True,Bill Conti
9816,1983,1984,56,music (original score),Terms of Endearment,False,Michael Gore
9817,1983,1984,56,music (original score),Under Fire,False,Jerry Goldsmith
9818,1983,1984,56,music (original song score or adaptation score),The Sting II,False,Adaptation  Lalo Schifrin
9819,1983,1984,56,music (original song score or adaptation score),Trading Places,False,Adaptation  Elmer Bernstein
9820,1983,1984,56,music (original song score or adaptation score),Yentl,True,Song  Michel Legrand
9821,1983,1984,56,music (original song score or adaptation score),Yentl,True,Alan Bergman
9822,1983,1984,56,music (original song score or adaptation score),Yentl,True,Marilyn Bergman
9823,1983,1984,56,music (original song),Flashdance,True,Giorgio Moroder
9824,1983,1984,56,music (original song),Flashdance,True,Keith Forsey
9825,1983,1984,56,music (original song),Flashdance,True,Irene Cara
9826,1983,1984,56,music (original song),Flashdance,False,Music
9827,1983,1984,56,music (original song),Flashdance,False,Michael Sembello
9828,1983,1984,56,music (original song),Flashdance,False,Dennis Matkosky
9829,1983,1984,56,music (original song),Tender Mercies,False,Music
9830,1983,1984,56,music (original song),Tender Mercies,False,Austin Roberts
9831,1983,1984,56,music (original song),Tender Mercies,False,Bobby Hart
9832,1983,1984,56,music (original song),Yentl,False,Michel Legrand
9833,1983,1984,56,music (original song),Yentl,False,Alan Bergman
9834,1983,1984,56,music (original song),Yentl,False,Marilyn Bergman
9835,1983,1984,56,music (original song),Yentl,False,Michel Legrand
9836,1983,1984,56,music (original song),Yentl,False,Alan Bergman
9837,1983,1984,56,music (original song),Yentl,False,Marilyn Bergman
9838,1983,1984,56,best picture,The Big Chill,False,Michael Shamberg
9840,1983,1984,56,best picture,The Dresser,False,Peter Yates
9842,1983,1984,56,best picture,The Right Stuff,False,Irwin Winkler
9843,1983,1984,56,best picture,The Right Stuff,False,Robert Chartoff
9845,1983,1984,56,best picture,Tender Mercies,False,Philip S. Hobel
9847,1983,1984,56,best picture,Terms of Endearment,True,James L. Brooks
9849,1983,1984,56,short film (animated),Mickey's Christmas Carol,False,Burny Mattinson
9851,1983,1984,56,short film (animated),Sound of Sunshine - Sound of Rain,False,Eda Godel Hallinan
9853,1983,1984,56,short film (animated),Sundae in New York,True,Jimmy Picker
9855,1983,1984,56,short film (live action),Boys and Girls,True,Janice L. Platt
9857,1983,1984,56,short film (live action),Goodie-Two-Shoes,False,Ian Emes
9859,1983,1984,56,short film (live action),Overnight Sensation,False,Jon N. Bloom
9861,1983,1984,56,sound,Never Cry Wolf,False,Alan R. Splet
9862,1983,1984,56,sound,Never Cry Wolf,False,Todd Boekelheide
9863,1983,1984,56,sound,Never Cry Wolf,False,Randy Thom
9864,1983,1984,56,sound,Never Cry Wolf,False,David Parker
9865,1983,1984,56,sound,Return of the Jedi,False,Ben Burtt
9866,1983,1984,56,sound,Return of the Jedi,False,Gary Summers
9867,1983,1984,56,sound,Return of the Jedi,False,Randy Thom
9868,1983,1984,56,sound,Return of the Jedi,False,Tony Dawe
9869,1983,1984,56,sound,The Right Stuff,True,Mark Berger
9870,1983,1984,56,sound,The Right Stuff,True,Tom Scott
9871,1983,1984,56,sound,The Right Stuff,True,Randy Thom
9872,1983,1984,56,sound,The Right Stuff,True,David MacMillan
9873,1983,1984,56,sound,Terms of Endearment,False,Donald O. Mitchell
9874,1983,1984,56,sound,Terms of Endearment,False,Rick Kline
9875,1983,1984,56,sound,Terms of Endearment,False,Kevin O'Connell
9876,1983,1984,56,sound,Terms of Endearment,False,Jim Alexander
9877,1983,1984,56,sound,WarGames,False,Michael J. Kohut
9878,1983,1984,56,sound,WarGames,False,Carlos de Larios
9879,1983,1984,56,sound,WarGames,False,Aaron Rochin
9880,1983,1984,56,sound,WarGames,False,Willie D. Burton
9881,1983,1984,56,sound effects editing,Return of the Jedi,False,Ben Burtt
9882,1983,1984,56,sound effects editing,The Right Stuff,True,Jay Boekelheide
9883,1983,1984,56,writing (screenplay based on material from another medium),Betrayal,False,Harold Pinter
9884,1983,1984,56,writing (screenplay based on material from another medium),The Dresser,False,Ronald Harwood
9885,1983,1984,56,writing (screenplay based on material from another medium),Educating Rita,False,Willy Russell
9886,1983,1984,56,writing (screenplay based on material from another medium),"Reuben, Reuben",False,Julius J. Epstein
9887,1983,1984,56,writing (screenplay based on material from another medium),Terms of Endearment,True,James L. Brooks
9888,1983,1984,56,writing (screenplay written directly for the screen),The Big Chill,False,Lawrence Kasdan
9889,1983,1984,56,writing (screenplay written directly for the screen),The Big Chill,False,Barbara Benedek
9890,1983,1984,56,writing (screenplay written directly for the screen),Fanny & Alexander,False,Ingmar Bergman
9891,1983,1984,56,writing (screenplay written directly for the screen),Silkwood,False,Nora Ephron
9892,1983,1984,56,writing (screenplay written directly for the screen),Silkwood,False,Alice Arlen
9893,1983,1984,56,writing (screenplay written directly for the screen),Tender Mercies,True,Horton Foote
9894,1983,1984,56,writing (screenplay written directly for the screen),WarGames,False,Lawrence Lasker
